Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Cooney-Norton,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/108360316/cooney-norton,3.6,-1,Trad,5.10b,3,320,44.40783,-73.50371
Catatonic,Summit Cliff > Cat Mountain > J: Cranberry Lake > Adirondacks > New York,https://www.mountainproject.com/route/116494172/catatonic,4.0,-1,Trad,5.11d,1,75,44.1002,-74.8649
Promiscuous Girl,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/108328457/promiscuous-girl,3.6,-1,Sport,5.12b,1,,43.9051,-75.1959
Radioactive,Upper Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/108133865/radioactive,3.7,-1,Trad,5.10b,1,130,44.14338,-73.75578
El Supremo,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/108130133/el-supremo,3.7,-1,Sport,5.11c,1,90,43.9051,-75.1959
Shark Week,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/117778846/shark-week,4.0,-1,Trad,5.11c,5,420,44.40783,-73.50371
Sunburst Arete,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106846654/sunburst-arete,3.1,-1,Trad,5.8 PG13,2,180,44.40783,-73.50371
Ultra Instinct,Underwood Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119171040/ultra-instinct,4.0,-1,Sport,5.13a,1,70,44.08727,-73.68867
License to Drill,Future Wall > Washbowl Pond > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/118751555/license-to-drill,4.0,-1,Sport,5.13a,1,65,44.14462,-73.74134
Andrew,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119542192/andrew,4.0,-1,Trad,5.10c,1,75,44.51125,-73.83192
Green Onion,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106530032/green-onion,3.0,-1,Trad,5.8,1,100,44.40783,-73.50371
Maestro,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107771601/maestro,3.9,-1,Trad,5.10c,1,140,44.40783,-73.50371
Shamrock,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119617844/shamrock,4.0,-1,Sport,5.10a,1,140,44.5173,-73.7984
Tailwinds,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/113763218/tailwinds,3.9,-1,Trad,5.10,2,290,44.5173,-73.7984
Release the Kraken,Pinnacle Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/109458325/release-the-kraken,3.9,-1,Trad,5.11c,1,100,43.22134,-74.38248
Vertebrae,Snowy Mt > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106523397/vertebrae,3.6,-1,Sport,5.9,2,240,43.69963,-74.38656
Punishment Fits the Climb,Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/113681150/punishment-fits-the-climb,4.0,-1,Sport,5.13a,1,,44.22557,-73.38588
It Don't Come Easy,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107217400/it-dont-come-easy,4.0,-1,Trad,5.10b R,3,300,44.40783,-73.50371
Belle Bottom Crack,Belleview Slab > Belleview > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107723848/belle-bottom-crack,2.6,-1,Trad,5.6,1,90,43.5391,-73.95986
Rocinha,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107783889/rocinha,3.5,-1,"Trad, TR",5.10b/c,1,80,43.53608,-74.15106
Keep Off Flake,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/121537813/keep-off-flake,4.0,-1,Trad,5.12,2,160,44.40783,-73.50371
Captain Hooks,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/108154746/captain-hooks,4.0,-1,Trad,5.12a,1,90,44.1454,-73.75082
Stage Show,Pyramid Peak > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112213836/stage-show,4.0,-1,Trad,5.7 PG13,6,800,44.12009,-73.85663
The Notorious,Underwood Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119610269/the-notorious,4.0,-1,Sport,5.12d,1,80,44.08727,-73.68867
Hidden Constellation,Pitchoff Chimney Cliff > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/121065391/hidden-constellation,4.0,-1,Trad,5.11d,1,80,44.23598,-73.86449
Mystery Achievement,Good Luck Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107754650/mystery-achievement,3.4,-1,Trad,5.9,1,70,43.249,-74.557
Scary Potter Traverse,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119618013/scary-potter-traverse,4.0,-1,Sport,5.10c,1,160,44.5173,-73.7984
"Kittens, Rainbows, and Lollipops",Ragged Mountain > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/113406492/kittens-rainbows-and-lollipops,3.8,-1,Trad,5.8,1,100,43.9609,-73.8628
Frippery,Cloudspin Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/121304739/frippery,4.0,-1,Trad,5.8,2,160,44.34623,-73.8617
Hairy Upper Lip Drip,Summit Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117323636/hairy-upper-lip-drip,4.0,-1,Trad,5.10b,1,100,44.516,-73.81299
Fear of Flying,Moss Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/117648130/fear-of-flying,3.8,-1,Trad,5.10b,5,400,44.34048,-73.89977
Feet of Fire,Upper Washbowl Cliff > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/113195369/feet-of-fire,4.0,-1,Trad,5.11,1,90,44.14256,-73.7438
Red Book,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/107776637/red-book,2.8,-1,Trad,5.8,1,60,43.9051,-75.1959
On The Take,Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/112911379/on-the-take,4.0,-1,Sport,5.12b,1,50,44.22557,-73.38588
Great Northern Diver,Summit Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117365770/great-northern-diver,3.8,-1,Trad,5.10d,1,,44.516,-73.81299
Veracity,Tanager Face > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107208173/veracity,3.1,-1,"Trad, TR",5.10a,1,50,44.13715,-73.74584
El Regalo,Potash Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/109100903/el-regalo,3.8,-1,Sport,5.10c,1,85,43.3751,-73.82928
Ragged Kittens (linkup),Ragged Mountain > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/113681073/ragged-kittens-linkup,3.8,-1,Trad,5.9,1,100,43.9609,-73.8628
Extreme Tips,Ausable Buttress > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/121209027/extreme-tips,4.0,-1,Trad,5.12b,1,40,44.29692,-73.79077
Claim Jumper,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/109114269/claim-jumper,3.5,-1,Trad,5.11b,1,100,43.5605,-73.60366
Protruding Forehead,Neanderthal Cave > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/113666024/protruding-forehead,3.7,-1,Trad,5.10d,1,60,43.55944,-73.60333
Partners in Climb,Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/112017224/partners-in-climb,3.7,-1,Sport,5.12a,1,55,44.22557,-73.38588
Father Knows Best,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/111919138/father-knows-best,3.7,-1,Trad,5.10d,1,80,43.27049,-74.51824
Dark Side of the Loon,Frontiertown Crag > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119888806/dark-side-of-the-loon,4.0,-1,Sport,5.12c/d,1,100,43.94721,-73.72774
Let The Wild Rumpus Start,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/114606699/let-the-wild-rumpus-start,4.0,-1,Sport,5.12c,1,70,43.9051,-75.1959
Straight Outta Lockdown,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/119601076/straight-outta-lockdown,4.0,-1,Sport,5.13a,1,80,43.27049,-74.51824
Tennessee Excursion,Amphitheater of the Overhangs > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/120756497/tennessee-excursion,4.0,-1,Trad,5.11b,1,60,44.13623,-73.74763
The Witness,Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119212602/the-witness,4.0,-1,Sport,5.12d,1,60,44.22557,-73.38588
On the Edge of Oblivion,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/119851516/on-the-edge-of-oblivion,4.0,-1,Trad,5.12+ X,1,80,44.1454,-73.75082
The Hydrofax,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/113466488/the-hydrofax,4.0,-1,Sport,5.12b/c,1,95,43.9051,-75.1959
House of Cards,Good Luck Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107601350/house-of-cards,4.0,-1,Trad,5.13a,1,100,43.249,-74.557
Zah Dude,Chatiemac Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/112248249/zah-dude,4.0,-1,Sport,5.13b,1,60,43.65702,-74.0376
Connection,Cobble Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/114421610/connection,4.0,-1,Sport,5.13a,1,60,44.29088,-73.96272
Shipton's Voyage,Shipton's Arete > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107207921/shiptons-voyage,2.5,-1,Trad,5.4 PG13,1,100,44.13811,-73.74669
On The Case,Case Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/113795869/on-the-case,4.0,-1,Sport,5.11c,1,140,44.14701,-73.76368
Raptor's Scream,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106558886/raptors-scream,4.0,-1,Sport,5.12c,1,80,44.40783,-73.50371
Cosmopolitan Wall,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106051367/cosmopolitan-wall,3.5,-1,Trad,5.10c PG13,1,150,44.40783,-73.50371
Urgent Fury,The Honey Pot > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/117338451/urgent-fury,4.0,-1,Sport,5.12c,1,50,44.20254,-73.54618
Leap of Faith,Makomis Mountain Cliff > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/113521128/leap-of-faith,4.0,-1,Sport,5.13b,1,60,44.08568,-73.66763
Ain't No Thang,The Crown > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/110707597/aint-no-thang,4.0,-1,Sport,5.12a,1,70,44.07433,-73.68993
Awesome Sauce,Little Johnson > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/121667170/awesome-sauce,4.0,-1,Sport,5.12a/b,1,50,43.95547,-73.71427
Wheelin N' Dealin,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106573472/wheelin-n-dealin,4.0,-1,Trad,5.13c R,1,100,44.1454,-73.75082
The Priest,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/110750741/the-priest,3.3,-1,Trad,5.9+ PG13,1,80,43.26951,-74.56834
North of Nowhere,Chatiemac Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/117125878/north-of-nowhere,3.7,-1,Trad,5.10b,1,90,43.65702,-74.0376
Kung-Fu Kegels,Frontiertown Crag > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/121052143/kung-fu-kegels,4.0,-1,Sport,5.13a,1,70,43.94721,-73.72774
Greensleeves,Chapel Pond Slab > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/109129258/greensleeves,3.0,-1,Trad,5.6 PG13,3,350,44.1361,-73.7429
Prelude to Gravity,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/108130159/prelude-to-gravity,4.0,-1,Trad,5.11b,4,430,44.137,-74.035
Anorthosite Overcast,Panther Gorge > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/119258038/anorthosite-overcast,4.0,-1,Trad,5.11a,1,110,44.11333,-73.90655
Extreme Unction,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119424461/extreme-unction,4.0,-1,Trad,-5.12,2,140,44.40783,-73.50371
Looney Toons,Frontiertown Crag > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/120729678/looney-toons,4.0,-1,Trad,5.12a,1,80,43.94721,-73.72774
The Gathering,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/117685304/the-gathering,3.8,-1,Trad,5.11,6,410,44.40783,-73.50371
Pentecostal,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119244331/pentecostal,4.0,-1,Sport,5.12c,1,90,44.40783,-73.50371
Northern Revival,Upper Washbowl Cliff > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106575089/northern-revival,4.0,-1,Trad,5.12c PG13,4,360,44.14256,-73.7438
We Want No Loss Nor Gain of Life,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/117883311/we-want-no-loss-nor-gain-of-life,4.0,-1,Trad,5.12d R,1,80,43.9051,-75.1959
Climb and Punishment (AKA Reform the Police!),Split Rock Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/120691642/climb-and-punishment-aka-reform-the-police,4.0,-1,Sport,5.13b,1,100,44.22557,-73.38588
Follow the Fire Hydrants,High Falls Crag > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119519189/follow-the-fire-hydrants,4.0,-1,"Sport, Aid",5.12 A0,1,150,44.33902,-73.8922
Chasing the Scream,Azure Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117721715/chasing-the-scream,4.0,-1,Trad,5.12b,1,,44.54125,-74.50099
The Next Wave,Cloudspin Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119551754/the-next-wave,4.0,-1,Trad,5.11a,1,90,44.34623,-73.8617
"Brass Balls, Steel Nuts, and Sticky Rubber",Moss Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/106550206/brass-balls-steel-nuts-and-sticky-rubber,4.0,-1,Trad,5.12d PG13,1,100,44.34048,-73.89977
Dark Lunch,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/117353795/dark-lunch,4.0,-1,Trad,5.12b,1,85,43.9051,-75.1959
Class Five,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/111294697/class-five,3.8,-1,Sport,5.11c,1,80,43.9051,-75.1959
No Spring Chickens,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119569292/no-spring-chickens,4.0,-1,Trad,5.10c,1,95,44.51125,-73.83192
Raspberry Beret,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119579126/raspberry-beret,4.0,-1,Trad,5.11b,1,85,44.51125,-73.83192
Witness the Sickess,Frontiertown Crag > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/121695246/witness-the-sickess,4.0,-1,Sport,5.13b,1,70,43.94721,-73.72774
D. W. A. (Dihedrals With Attitude),Cloudspin Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119504420/d-w-a-dihedrals-with-attitude,4.0,-1,Trad,5.10b/c,2,110,44.34623,-73.8617
What About Mister?,Cloudspin Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119473753/what-about-mister,4.0,-1,Sport,5.10c/d,1,85,44.34623,-73.8617
The Call of Cthulhu,Pinnacle Mountain > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/116534094/the-call-of-cthulhu,4.0,-1,Trad,5.13a,1,100,43.22134,-74.38248
A Climb Called Quest,Cloudspin Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119604235/a-climb-called-quest,4.0,-1,Trad,5.10d,2,120,44.34623,-73.8617
Hold It Like a Hamburger,Potter Mountain Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/112208559/hold-it-like-a-hamburger,4.0,-1,Sport,5.11d,1,160,44.5173,-73.7984
Knocked Up,Center of Progress Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117723465/knocked-up,4.0,-1,Sport,5.13a,1,50,44.51538,-73.82384
